Date;Test;Material;Nº holes / Nº filaments;Diameter (mm);L/D;Filter (um);Sand quantity (cm);Sand size (um);Support;Vpump (rpm);Vext (rpm);TE1 (°C);TE2 (°C);TE3 (°C);TE4 (°C);TD(°C);PD(bar);PE(bar);VTO (m/min);VG1(m/min);VG2(m/min);VG3(m/min);VG4(m/min);Vwinder (m/min);Winder tension (N);Tg1(°C);Tg2(°C);Tg3(°C);Quench (%);Spin. F (rmp);Height (m);Count (dtex);Tenacity (g/den);Elongation (%)
02/03/2021;P21-30;COPET GP001-EASTMAN;36;0.4;4/1;60;;;4;10;23.9;280;285;285;290;295;95.2;69.1;968;1005;1701;1751;1780;1845;;85;110;110;20;24;1.4;155;0.54;44.94
03/03/2021;P21-34;COPET GP001-EASTMAN;48;0.4;4/1;60;2;500-850;2;18;38.58;280;280;280;285;285;99.6;73.5;949;999;1751;1810;1834;1895;17;85;100;80;30;24;1.5;2801;1.41;62.04
03/03/2021;P21-35;COPET GP001-EASTMAN;48;0.4;4/1;60;2;500-850;2;10.7;30.2;280;280;280;285;285;79.1;75;949;999;1751;1810;1834;1895;14;85;100;80;30;24;1.5;170;1.64;64.69
03/03/2021;P21-36;COPET GP001-EASTMAN;48;0.4;4/1;60;2;500-850;2;10.7;30.7;280;280;280;285;285;79.1;75;949;999;1909;1961;1991;2060;14;85;100;90;30;24;1.5;160;1.67;73.79
03/03/2021;P21-37;COPET GP001-EASTMAN;48;0.4;4/1;60;2;500-850;2;10.7;30.7;280;280;280;285;285;79.1;75;949;999;1989;2132;2167;2230;14;85;100;90;30;24;1.5;140;1.99;44.83
10/03/2021;P21-38;PLA 6100D NATUREWORKS;36;0.3;2/1;60;;;;15;50;225;215;220;230;235;8;75;2600;2700;2820;2975;2960;3055;21;;;;20;20;1.3;135;2.08;55.33
10/03/2021;P21-39;PLA 6100D NATUREWORKS;36;0.3;2/1;60;;;;15;43;225;215;220;230;235;35;75;2600;2700;2820;2975;2960;3050;21;;;;20;20;1.3;135;2.3;50.3
30/03/2021;P21-40;PET + 3% Antivirico SUKANO;72;0.3;2/1;34;3;355-500;2;20;64;275;280;285;285;290;91.1;75;2695;2765;2765;2695;2695;2780;18;;;;24;20;1.5;218;2.28;92.61
30/03/2021;P21-41;PET + 3% Antivirico SUKANO;72;0.3;2/1;34;3;355-500;2;18;58.4;275;280;285;285;290;87.8;75;2695;2765;2765;2695;2695;2780;16;;;;24;20;1.5;200;2.37;97.11
01/04/2021;P21-42;PET + 3% Antivirico SUKANO;72;0.3;2/1;60;3;355-500;2;20;58.94;270;280;284;285;285;91.3;76.8;2695;2765;2765;2695;2695;2790;16;;;;20;24;1.4;215;2.37;101.72
01/04/2021;P21-43;PET + 3% Antivirico SUKANO;72;0.3;2/1;60;3;355-500;2;16;56;270;280;284;285;285;87.8;72;2695;2765;2765;2695;2695;2790;16;;;;20;24;1.4;170;2.47;96.89
01/04/2021;P21-44;PET + 3% Antivirico SUKANO;72;0.3;2/1;60;3;355-500;2;16;80;250;260;265;270;270;25;60;2695;2765;2765;2695;2695;2790;16;;;;20;24;1.4;170;2.06;123.89
14/05/2021;P21-53;PET + 1% Bactiblock 101 R4.47;72;0.3;2/1;178;2;355-500;2;20;65;280;285;285;290;290;81.3;75;2499;2599;2649;2651;2651;2740;;;;;30;24;1.35;220;1.7;120
14/05/2021;P21-54;PET + 1% Bactiblock 101 R4.47;72;0.3;2/1;178;2;355-500;2;20;80.1;270;276;278;280;280;40.9;51.2;2201;2361;2379;2289;2299;2370;;;;;30;26;1.35;250;1.38;204
24/05/2021;P21-55;PP HS61R;12;0.5;4/1;;;;2;20;44;195;195;200;200;200;0;75;1252;1549;1900;1991;1971;2000;25;;;;60;22;2.25;210;2.33;226.67
24/05/2021;P21-56;PP HS61R;12;0.5;4/1;;;;2;27;44;195;195;200;200;200;0;75;1252;1549;1900;1991;1971;2000;25;;;;60;22;2.25;290;1.68;223.5
24/05/2021;P21-57;PP HS61R;12;0.5;4/1;;;;2;27;44;195;195;200;200;200;0;75;1252;1951;2450;2651;2558;2595;25;;;;60;22;2.25;220;2.22;96.17
24/05/2021;P21-58;PP HS61R;12;0.5;4/1;;;;2;30;44;195;195;200;200;200;0;75;1252;1951;2450;2651;2558;2595;25;;;;60;22;2.25;240;1.83;62.83
24/05/2021;P21-59;PP HS61R;12;0.5;4/1;;;;2;33;44;195;195;200;200;200;3.6;75;1252;1951;2450;2651;2558;2595;25;;;;60;22;2.25;270;2.4;89.58
24/05/2021;P21-60;PP HS61R;12;0.5;4/1;;;;2;33;58.5;195;195;200;200;200;3.1;75;1252;2099;2349;2651;2558;2595;25;;;;80;24;2.25;270;2.02;98.25
01/06/2021;P21-61;PP HS61R;12;0.5;4/1;178;2;500-800;2;33;60;205;205;210;215;215;53;75;1252;2099;2349;2661;2558;2595;;;;;90;24;2.25;270;1.54;90.33
01/06/2021;P21-62;PP HS61R;12;0.5;4/1;178;2;500-800;2;33;60;190;200;210;210;210;34;75;1399;2489;2501;2661;2558;2595;;;;;100;22;2.25;240;1.41;108.6
10/06/2021;P21-63;PP 561R;72;0.35;4/1;178;;;;35;63;190;200;210;210;210;16;75;1800;2489;2501;2661;2558;2595;;;;;60;22;1.5;290;2.36;166.5
10/06/2021;P21-64;PP 561R;72;0.35;4/1;178;;;;50;83;190;200;210;210;210;3;75;1599;2501;2551;2700;2602;2640;;60;;;80;22;2.25;410;2.74;165.27
15/06/2021;P21-65;PP H561R;36;0.35;4/1;178;;;;25;50;190;200;210;210;210;0;75;1852;2099;2349;2680;2548;2580;;;;;70;22;2.25;210;3.18;126.33
15/06/2021;P21-66;PP H561R;36;0.35;4/1;178;;;;29;58;190;200;210;210;210;0;75;1852;2099;2349;2680;2548;2580;;;;;70;22;2.25;240;3.05;122.75
22/06/2021;P21-68;PP H561R;12;0.5;4/1;60;;300-800;2;29;62;205;220;225;230;235;18.9;70;1252;2099;2349;2661;2558;2590;16;;;;95;24;2.25;245;1.91;96.81
22/06/2021;P21-69;PP H561R;12;0.5;4/1;60;;300-800;2;29;65;210;220;225;225;220;18;70;1252;2099;2349;2661;2558;2590;20;;;;95;24;2.25;225;2.04;102.67
22/06/2021;P21-70;PP H561R;12;0.5;4/1;60;;300-800;2;30;65;210;220;225;225;220;17.4;70;1252;2099;2349;2661;2558;2590;20;;;;95;24;2.25;230;1.84;86.44
22/06/2021;P21-71;PP H561R;12;0.5;4/1;60;;300-800;2;31;66;210;220;225;225;220;27.5;70;1252;2099;2349;2661;2558;2590;24;;;;95;24;2.25;240;1.99;117.28
23/06/2021;P21-73;rPET + CO2 Pure;72;0.3;2/1;60;;;;18.6;59;275;280;285;285;285;25.6;70;1500;1650;2550;2563;2617;2700;20;90;105;125;30;22;1.35;205;2.9;62.93
23/06/2021;P21-74;rPET + CO2 Pure;72;0.3;2/1;60;;;;20;60;275;280;285;285;285;29;70;1500;1650;2550;2563;2617;2700;20;90;105;125;30;22;1.35;220;2.9;62.93
23/06/2021;P21-75;rPET + CO2 Pure;72;0.3;2/1;60;;;;22;60;275;280;285;285;285;37.9;70;1500;1650;2700;2700;2725;2810;20;90;105;125;30;22;1.35;233;2.6;46
13/07/2021;P21-77;PA B33L;36;0.4;4/1;34;;;;23;38;255;265;275;275;280;105;75;2925;3000;3000;2990;2925;3020;10;;;;70;25;1.4;200;2.88;80.56
13/07/2021;P21-78;PA B33L;36;0.4;4/1;34;;;;23;38;255;265;275;275;280;110;75;2802;2896;2905;2832;2832;2910;12;;;;70;25;1.4;200;2.97;89.22
13/07/2021;P21-79;PA B33L;36;0.4;4/1;34;;;;19;33;255;265;275;275;280;98;75;2431;2516;2525;2465;2460;2530;12;;;;70;23;1.4;180;2.88;89.89
14/07/2021;P21-83;PA6 PENTABATC;36;0.4;4/1;60;;;;24;70;250;260;260;260;260;13.5;86.5;2800;2960;3000;3050;3060;3160;11;65;65;;35;25;1.4;190;3.97;83.11
14/07/2021;P21-84;PA6 PENTABATC;36;0.4;4/1;60;;;;30;73.7;250;260;260;260;260;26.5;85;2800;2960;3000;3050;3060;3170;30;65;65;;35;25;1.4;230;3.67;81.67
14/07/2021;P21-86;PA6 PENTABATC;36;0.4;4/1;60;;;;30;73.8;250;260;260;260;260;26.1;87.8;2800;2960;3000;3220;3235;3345;30;66;65;;50;30;1.4;230;3.67;73.06
15/07/2021;P21-87;PA6 H24;36;0.4;4/1;60;;;;30;63.9;235;240;245;260;260;32.5;85;2700;2959;2994;3218;3233;3315;27;65;65;;50;30;1.4;230;3.47;67.44
15/07/2021;P21-89;PA6 B27;36;0.4;4/1;60;;;;30;58;260;270;275;275;270;82;85;2700;2959;2994;3218;3233;3315;27;65;65;;50;30;1.4;230;3.3;62.33
15/07/2021;P21-90;PA6 B27;36;0.4;4/1;60;;;;25;61.48;265;275;280;275;270;87.7;86.9;2700;2959;2994;3218;3233;3315;27;65;65;;50;30;1.4;200;3.64;74.4
15/07/2021;P21-91;PA6 B27;36;0.4;4/1;60;;;;25;64;275;285;290;275;270;83;86.9;2700;2959;2994;3218;3233;3315;27;65;65;;50;30;1.4;200;3.39;71.3
21/07/2021;P21-92;PET + Avanza O 0.3.%;72;0.3;2/1;60;;;;24;69.6;275;285;285;285;285;9.5;70;2560;2660;2665;2600;2600;2670;20;;;;20;24;1.35;257;1.9;94.5
25/08/2021;P21-93;rPET + CO2 Pure 3%;72;0.3;2/3;178;;80-100;2;22;58.12;275;280;285;285;280;3.1;70.6;1500;1650;2700;2700;2724;2810;18;90;105;125;30;22;1.35;240;2152;53.42
25/08/2021;P21-94;rPET + CO2 Pure 3%;72;0.3;2/3;178;;80-100;2;22;84;275;280;285;280;280;0.3;70;1500;1650;2700;2700;2724;2810;18;90;105;125;30;22;1.35;235;1.2;46.22
25/08/2021;P21-95;rPET + CO2 Pure 3%;72;0.3;2/3;178;;80-100;2;22;78.25;270;270;275;275;280;0;72.6;1500;1650;2300;2500;2700;2795;18;90;105;125;30;22;1.35;240;1.14;61.9
30/08/2021;P21-97;rPET + CO2 Pure 2.5%;72;0.3;2/1;178;2;355-500;2;22;68;260;265;270;270;272;17;60;1500;1650;2150;2548;2714;2795;21;90;110;125;30;24;1.35;240;1.32;44.33
31/08/2021;P21-98;rPET + CO2 Pure 2.5%;72;0.3;2/1;178;2;500-850;2;22;68;260;265;270;270;275;2;60;1500;1650;2150;2548;2715;2795;20;90;110;125;30;26;1.3;240;1.51;55.72
08/09/2021;P21-100;PES + 1% BB101 R4.47;72;0.4;2/1;178;2;355-500;2;20;79;260;270;275;275;275;3;60;2240;2361;2355;2289;2299;2370;;;;;30;24;1.3;260;1.52;165
15/09/2021;P21-102;PA B33L;36;0.3;2/1;60;2;500-800;2;6;50;285;295;300;295;285;88;51;582;809;1505;2196;2191;2240;;75;102;140;40;10;1.3;160;4.38;43.83
16/09/2021;P21-103;PA H24;;;;60;;;;14;75;240;245;250;255;275;90;60;1898;2441;2700;2895;2915;2985;;75;80;;30;10;1.3;120;3.53;61.33
16/09/2021;P21-104;PA H24;;;;60;;;;10;68;240;245;250;255;275;78;60;1898;2441;2700;2895;2915;2975;;75;80;;30;10;1.3;95;3.56;52.83
16/09/2021;P21-105;PA H24;;;;60;;;;15;78;250;255;260;260;275;78;60;1898;2441;2700;2895;2915;2975;;75;80;;35;10;1.3;125;3.8;80.17
16/09/2021;P21-106;PA H24;;;;60;;;;10;80;250;255;260;260;275;86;53;1262;1906;2105;2382;2406;2500;;75;80;;45;8;1.3;110;2.96;54.33
16/09/2021;P21-107;PA H24;;;;60;;;;10;80;250;255;260;260;275;86;53;1262;1906;2105;2382;2406;2500;;75;80;;45;12;1.3;110;3.6;72.67
16/09/2021;P21-108;PA H24;;;;60;;;;10;80;250;255;260;260;275;86;53;1262;1906;2105;2440;2406;2500;;75;80;;45;12;1.3;110;3.68;61.67
14/10/2021;P21-109;PP H561R;36;0.35;4/1;60;;;;29;64;220;230;235;235;230;54;75;1252;2099;2349;2680;2548;2580;;;;;60;22;2.25;240;3.23;141.33
14/10/2021;P21-110;PP H561R;36;0.35;4/1;60;;;;29.5;64;220;220;225;225;220;60;75;1898;2001;2450;2602;2548;2610;;;;;60;22;2.25;240;1.04;135.54
19/10/2021;P21-111;PLA LUMINY L130;36;0.3;2/1;60;3;355-500;2;15;42;225;215;220;230;235;13.3;75;2600;2700;2820;2980;2930;3050;16;;;;20;20;1.3;135;2.22;47.4
19/10/2021;P21-112;PLA LUMINY L130;36;0.3;2/1;60;3;355-500;2;20;44;225;215;220;230;235;31;75;2600;2700;2820;2980;2930;3050;16;;;;20;20;1.3;180;2.25;51.87
20/10/2021;P21-113;PLA LUMINY L130;72;0.3;2/1;60;1;180-250;2;18;40;225;215;220;230;240;63;75;2620;2750;2820;2950;2930;3010;22;;;;15;20;1.3;180;2.09;43.7
20/10/2021;P21-114;PLA LUMINY L130;72;0.3;2/1;60;1;180-250;2;22;45;225;215;220;230;240;87;75;2620;2750;2820;2950;2930;3010;22;;;;15;20;1.3;210;2.18;49.8
20/10/2021;P21-115;PLA LUMINY L130;72;0.3;2/1;60;1;180-250;2;24;48;225;215;220;230;245;125;75;2620;2750;2820;2950;2930;3010;22;;;;15;20;1.3;230;2.22;50.43
21/10/2021;P21-116;PLA LUMINY L130;72;0.3;2/1;60;3;355-500;2;27;49;225;215;220;230;235;27;75;2620;2750;2820;2950;2930;3010;24;;;;70;20;1.3;250;2.18;53.63
26/10/2021;P21-119;PLA L130;24;0.3;2/1;60;3;350-500;2;10;46.8;225;230;230;235;240;58;75;1526;1600;2685;2802;2861;2955;;70;90;110;20;20;1.3;100;2.84;27.04
26/10/2021;P21-120;PLA L130;24;0.3;2/1;60;3;350-500;2;8;49.4;225;230;230;235;240;49.6;75;1624;1701;2685;2802;2861;2955;;70;90;110;20;18;1.3;79;2.92;27.5
26/10/2021;P21-121;PLA L130;24;0.3;2/1;60;3;350-500;2;5;45.6;225;230;230;235;240;34.8;75;1825;1900;2685;2802;2861;2955;;70;90;110;20;18;1.3;48;2.87;24
09/11/2021;P21-126;SPH16;72;0.25;2/1;60;2;355-500;2;13;65;250;250;255;255;260;61;80;2610;2750;2740;2750;2695;2780;21;;;;40;22;1.65;135;2.72;71.78
09/11/2021;P21-127;SPH16;72;0.25;2/1;60;2;355-500;2;13;25.6;255;260;260;265;265;49.7;80;2050;2125;2150;2090;2080;2780;15;;;;30;22;1.5;165;0.86;97.68
10/11/2021;P21-128;PP HS61R;48;0.2;;60;;;;28;62;215;225;235;240;350;0;80;1149;1225;1799;2494;2348;2430;;60;80;90;80;25;2.4;240;3.49;82.33
10/11/2021;P21-129;PP HS61R;48;0.2;;60;;;;35;70;215;225;235;240;350;0;80;1149;1225;1799;2494;2348;2440;;60;80;90;80;25;2.4;300;3.27;86.67
10/11/2021;P21-130;PP HS61R;48;0.2;;60;;;;28;73;215;225;235;240;350;0;80;1149;1225;1799;2494;2348;2440;;60;80;90;80;25;2.4;240;3.58;90.49
17/11/2021;P21-132;PET + 15% SPH16;72;0.35;4/1;60;2;355-500;2;15;40;275;280;280;285;290;68.5;70;;2690;2725;2690;2680;2765;19;;;;25;22;1.3;165;2.11;121.85
17/11/2021;P21-134;PET + 15% SPH16;72;0.35;4/1;60;2;355-500;2;12.5;42;275;280;280;285;290;56;70;;2690;2725;2690;2680;2765;19;;;;25;22;1.3;130;2.22;116.94
17/11/2021;P21-135;PET + 15% SPH16;72;0.35;4/1;60;2;355-500;2;14.5;54;275;280;280;285;290;49;70;;1200;1300;2400;2650;2680;20;80;90;120;25;22;1.3;155;2.61;68.87
17/11/2021;P21-136;PET + 15% SPH16;72;0.35;4/1;60;2;355-500;2;14.5;54;275;280;280;285;290;49;70;800;850;2400;2675;2675;2760;20;80;90;120;25;22;1.3;155;3.21;36.94
29/11/2021;P21-137;PBT + 15% SPH16W;72;0.35;4/1;60;2;355-500;2;13;59;245;250;255;260;265;34;70;2651;2751;2751;2695;2695;2780;;;;;25;22;1.3;135;1.8;72.28
29/11/2021;P21-138;PBT + 15% SPH16W;72;0.35;4/1;60;2;355-500;2;14;50;245;250;255;260;265;41;70;1100;1249;2700;2700;2641;2720;;75;85;115;25;22;1.3;158;3;22.72
01/12/2021;P21-140;PBT + 3% Octil;72;0.35;4/1;60;2;355-500;2;13;30;260;270;275;275;275;38.4;70;2680;2750;2750;2685;2690;2780;12;;;;10;22;1.2;137;0.75;93.5
01/12/2021;P21-141;PBT + 3% Octil;72;0.35;4/1;60;2;355-500;2;13;32;260;270;275;275;275;38.4;70;2450;2525;2550;2490;2499;2580;12;;;;10;20;1.2;142;0.8;90.5
02/12/2021;P21-142;PBT + 15% MB;72;0.35;4/1;60;4;500-850;2;14;28;265;270;275;275;275;48.8;70;800;950;2350;2400;2320;2390;10;65;80;115;20;20;1.3;164;1.98;18.72
02/12/2021;P21-143;PBT + 15% MB;72;0.35;4/1;60;4;500-850;2;13.8;29;265;270;275;275;275;46.8;70;900;1050;2450;2460;2406;2490;16;65;80;115;20;20;1.3;159;1.86;26.4
02/12/2021;P21-144;PBT + 15% MB;72;0.35;4/1;60;4;500-850;2;11.5;74.6;250;255;260;260;265;47.8;70;2950;3000;3000;2955;2950;3046;10;;;;20;20;1.3;115;2.18;68.44
02/12/2021;P21-145;PBT + 15% MB;72;0.35;4/1;60;4;500-850;2;11;84;250;260;270;270;275;59;70;2850;2900;2926;2860;2860;2955;12;;;;20;20;1.3;107;2.01;27.33
20/12/2021;P21-147;TPX;72;0.4;4/1;60;;;;18;70;265;270;275;280;290;47;50;2152;2251;2284;2230;2211;2285;;;;;40;20;1.1;158;1.3;22.5
20/12/2021;P21-148;TPX;72;0.4;4/1;60;;;;11;77;270;280;285;290;295;25;50;1052;1091;1085;1061;1066;1125;;;;;40;18;1.1;200;1.33;49.11
20/12/2021;P21-149;TPX;72;0.4;4/1;60;;;;7;66;270;280;285;290;295;16;50;636;675;675;660;675;695;;;;;40;16;1.1;235;1.27;65.39
20/12/2021;P21-150;TPX;72;0.4;4/1;60;;;;14;75;270;280;285;290;295;29;50;783;900;1499;2201;2171;2245;;120;160;145;40;16;1.1;130;4.26;26.28
20/12/2021;P21-151;TPX;72;0.4;4/1;60;;;;16;71;265;275;280;285;295;32;50;783;900;1499;2201;2171;2245;;120;160;145;40;16;1.1;150;3.92;25.28
21/12/2021;P21-152;PET + 3% Zeol Ag;72;0.3;2/1;178;2;355-500;178;25;87;255;260;265;270;270;103;50;1800;1990;2000;2000;1980;2020;14;;;;20;24;1;370;0.8;215.44
22/12/2021;P21-154;LOWMELT 53001;72;0.3;2/1;178;3;355-500;178;20;52.8;240;260;265;270;275;102.8;65;800;900;2600;2950;2930;3055;21;70;85;115;30;22;1.3;185;2.61;34.94
12/01/2022;P22-01;PA H24;48;0.4;4/1;60;;;;12;80;255;260;265;256;275;90;55;1800;1751;2001;2440;2406;2500;;;;;45;12;1.3;130;3.52;76.06
12/01/2022;P22-02;PA H24;48;0.4;4/1;60;;;;12;72;250;255;265;256;275;90;55;1687;1751;2251;2440;2406;2500;;;;;45;14;1.3;125;3.41;81.72
27/01/2022;P22-03;TPX DX350;72;0.4;4/1;60;;;;14;68;265;275;280;285;285;42;50;1100;1249;1751;2201;2176;2245;;130;160;140;20;18;1.1;125;3.7;23.5
03/02/2022;P22-05;ADUANITE S3001;72;0.3;2/1;178;;;;21;47;250;260;265;270;270;93;65;800;980;2700;2950;2940;3050;;70;85;115;45;20;1.3;195;2.75;27.94
03/02/2022;P22-06;ADUANITE S3001;72;0.3;2/1;178;;;;21;47;250;260;265;270;270;100;65;800;980;2700;2950;2940;3050;;70;85;100;45;20;1.3;195;2.94;31.17
09/02/2022;P22-07;TPX DX350;72;0.4;4/1;60;;;;14;56.64;260;265;270;275;290;48.4;60.3;1100;1249;1751;2201;2176;2245;18;130;160;150;15;18;1.05;130;3.5;21.22
14/02/2022;P22-08;100%MB SP16H;72;0.35;4/1;60;2;355-500;2;13;60;260;265;275;275;275;58;70;2100;2200;2550;2489;2499;2570;20;;;;15;20;1.2;155;1.5;96
14/02/2022;P22-09;100%MB SP16H;72;0.35;4/1;60;2;355-500;2;12.8;46;260;265;270;275;275;56.6;75;2200;2300;2450;2505;2500;2560;15;;;;15;20;1.2;145;1.53;112
