Nº holes / Nº filaments;Diameter (mm);L/D;Filter (um);Sand quantity (cm);Support;Vpump (rpm);Vext (rpm);TE1 (°C);TE2 (°C);TD(°C);PD(bar);PE(bar);VTO (m/min);VG1(m/min);VG2(m/min);Vwinder (m/min);Winder tension (N);Tg1(°C);Tg3(°C);Quench (%);Spin. F (rmp);Height (m);Count (dtex);Tenacity (g/den);Elongation (%);Sand size min (um);Sand size max (um);Material;Cluster
72.0;0.3;2.0;178.0;2.0;178.0;25.0;87.0;255.0;260.0;270.0;103.0;50.0;1800.0;1990.0;2000.0;2020.0;14.0;85.53254437869822;111.51612903225806;20.0;24.0;1.0;370;0.8;215.44;500.0;355.0;PET + 3% Zeol Ag;cluster-1
72.0;0.3;2.0;178.0;3.0;178.0;20.0;52.8;240.0;260.0;275.0;102.8;65.0;800.0;900.0;2600.0;3055.0;21.0;70.0;115.0;30.0;22.0;1.3;185;2.61;34.94;500.0;355.0;LOWMELT 53001;cluster6
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;12.0;80.0;255.0;260.0;275.0;90.0;55.0;1800.0;1751.0;2001.0;2500.0;17.035897435897436;85.53254437869822;111.51612903225806;45.0;12.0;1.3;130;3.52;76.06;560.5744680851063;375.3404255319149;PA H24;cluster7
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;12.0;72.0;250.0;255.0;275.0;90.0;55.0;1687.0;1751.0;2251.0;2500.0;17.035897435897436;85.53254437869822;111.51612903225806;45.0;14.0;1.3;125;3.41;81.72;560.5744680851063;375.3404255319149;PA H24;cluster7
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;14.0;68.0;265.0;275.0;285.0;42.0;50.0;1100.0;1249.0;1751.0;2245.0;17.035897435897436;130.0;140.0;20.0;18.0;1.1;125;3.7;23.5;560.5744680851063;375.3404255319149;TPX DX350;cluster-1
72.0;0.3;2.0;178.0;2.5633187772925763;35.612648221343875;21.0;47.0;250.0;260.0;270.0;93.0;65.0;800.0;980.0;2700.0;3050.0;17.035897435897436;70.0;115.0;45.0;20.0;1.3;195;2.75;27.94;560.5744680851063;375.3404255319149;ADUANITE S3001;cluster6
72.0;0.3;2.0;178.0;2.5633187772925763;35.612648221343875;21.0;47.0;250.0;260.0;270.0;100.0;65.0;800.0;980.0;2700.0;3050.0;17.035897435897436;70.0;100.0;45.0;20.0;1.3;195;2.94;31.17;560.5744680851063;375.3404255319149;ADUANITE S3001;cluster6
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;14.0;56.64;260.0;265.0;290.0;48.4;60.3;1100.0;1249.0;1751.0;2245.0;18.0;130.0;150.0;15.0;18.0;1.05;130;3.5;21.22;560.5744680851063;375.3404255319149;TPX DX350;cluster8
72.0;0.35;4.0;60.0;2.0;2.0;13.0;60.0;260.0;265.0;275.0;58.0;70.0;2100.0;2200.0;2550.0;2570.0;20.0;85.53254437869822;111.51612903225806;15.0;20.0;1.2;155;1.5;96.0;500.0;355.0;100%MB SP16H;cluster4
72.0;0.35;4.0;60.0;2.0;2.0;12.8;46.0;260.0;265.0;275.0;56.6;75.0;2200.0;2300.0;2450.0;2560.0;15.0;85.53254437869822;111.51612903225806;15.0;20.0;1.2;145;1.53;112.0;500.0;355.0;100%MB SP16H;cluster4
72.0;0.35;4.0;60.0;2.0;2.0;12.6;44.7;260.0;265.0;275.0;69.1;75.0;2200.0;2300.0;2450.0;2560.0;15.0;85.53254437869822;111.51612903225806;15.0;20.0;1.2;143;1.48;114.22;500.0;355.0;100%MB SP16H;cluster4
72.0;0.35;4.0;60.0;2.0;2.0;13.8;41.56;260.0;265.0;275.0;88.3;75.4;900.0;1100.0;2200.0;2490.0;15.0;60.0;115.0;15.0;20.0;1.2;158;2.67;40.87;500.0;355.0;100%MB SP16H;cluster-1
72.0;0.35;4.0;60.0;2.0;2.0;12.0;77.0;255.0;260.0;275.0;53.0;50.0;2825.0;2900.0;2926.0;2955.0;17.035897435897436;85.53254437869822;111.51612903225806;15.0;20.0;1.2;120;2.0;65.0;500.0;355.0;PBT + 15% SPH16W;cluster0
72.0;0.35;4.0;60.0;2.0;2.0;20.6;47.24;200.0;210.0;230.0;104.4;63.9;719.0;950.0;1300.0;1835.0;17.035897435897436;65.0;80.0;90.0;15.0;2.25;240;1.2;197.0;500.0;355.0;PP + 10% Talco;cluster-1
72.0;0.35;4.0;60.0;2.0;2.0;20.1;53.0;200.0;210.0;230.0;103.0;65.0;750.0;900.0;1550.0;2010.0;22.0;70.0;80.0;90.0;17.0;2.25;220;1.16;100.78;500.0;355.0;PP + Talco + Verde;cluster-1
72.0;0.6;4.0;178.0;2.5633187772925763;35.612648221343875;33.0;94.32;240.0;260.0;280.0;32.1;66.1;523.0;550.0;1600.0;1882.0;17.035897435897436;70.0;125.0;60.0;12.0;2.1;330;3.72;80.3;560.5744680851063;375.3404255319149;Pruebas PP Amarilleamiento;cluster-1
72.0;0.6;4.0;178.0;2.5633187772925763;35.612648221343875;36.0;94.32;240.0;260.0;280.0;32.1;66.1;523.0;550.0;1600.0;1980.0;17.035897435897436;70.0;125.0;60.0;12.0;2.1;340;3.17;61.0;560.5744680851063;375.3404255319149;Pruebas PP Amarilleamiento;cluster-1
12.0;0.5;4.0;178.0;2.5633187772925763;178.0;21.5;56.0;210.0;210.0;230.0;125.0;65.0;750.0;900.0;1550.0;2010.0;17.035897435897436;60.0;80.0;90.0;17.0;2.25;220;1.33;144.79;560.5744680851063;375.3404255319149;PP + Talco + Rojo;cluster11
12.0;0.5;4.0;178.0;2.5633187772925763;178.0;21.5;54.0;200.0;210.0;230.0;170.0;65.0;750.0;1000.0;1550.0;2010.0;17.035897435897436;60.0;80.0;90.0;20.0;2.25;220;1.28;162.83;560.5744680851063;375.3404255319149;PP + Talco + Verde;cluster10
48.0;0.4;2.0;60.0;2.5633187772925763;90.0;23.0;60.0;235.0;245.0;250.0;65.0;65.0;2800.0;2950.0;3000.0;3030.0;18.0;85.53254437869822;111.51612903225806;30.0;15.0;1.25;200;3.14;87.39;560.5744680851063;375.3404255319149;PA + CNT PA Nanocyl PA (H24);cluster-1
48.0;0.4;2.0;60.0;2.5633187772925763;90.0;23.0;59.0;235.0;245.0;250.0;77.0;65.0;3685.0;2950.0;3000.0;3860.0;18.0;85.53254437869822;111.51612903225806;30.0;15.0;1.25;165;3.4;68.1;560.5744680851063;375.3404255319149;PA + CNT PA Nanocyl PA (H24);cluster-1
75.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;24.0;63.0;270.0;280.0;290.0;118.0;60.0;750.0;800.0;1500.0;2560.0;17.035897435897436;85.0;130.0;30.0;18.0;1.3;300;2.7;27.0;560.5744680851063;375.3404255319149;rPET;cluster-1
75.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;25.0;62.0;270.0;280.0;295.0;115.4;65.0;700.0;750.0;1500.0;2565.0;17.035897435897436;85.0;130.0;30.0;18.0;1.3;290;2.9;27.0;560.5744680851063;375.3404255319149;rPET;cluster-1
75.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;25.2;63.0;275.0;285.0;295.0;115.7;60.0;700.0;750.0;1300.0;2565.0;17.035897435897436;85.0;130.0;30.0;18.0;1.3;300;2.52;27.2;560.5744680851063;375.3404255319149;rPET 2% HIPS;cluster-1
75.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;25.1;63.0;275.0;285.0;290.0;115.7;60.0;875.0;900.0;1300.0;2565.0;17.035897435897436;85.0;130.0;30.0;18.0;1.3;300;2.2;43.25;560.5744680851063;375.3404255319149;rPET 0.5% HIPS;cluster-1
75.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;25.0;63.0;275.0;285.0;290.0;115.7;60.0;700.0;750.0;1300.0;2565.0;17.035897435897436;85.0;130.0;30.0;18.0;1.3;300;2.9;25.22;560.5744680851063;375.3404255319149;rPET 0.5% HIPS;cluster-1
75.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;25.0;62.0;275.0;285.0;290.0;126.0;58.0;765.0;820.0;1375.0;2565.0;17.035897435897436;85.0;130.0;40.0;18.0;1.3;300;2.43;28.67;560.5744680851063;375.3404255319149;rPET 0.5% HIPS;cluster-1
48.0;0.4;4.0;90.0;4.0;2.0;6.5;53.0;165.0;170.0;185.0;0.0;50.0;850.0;915.0;960.0;1000.0;25.0;85.53254437869822;111.51612903225806;20.0;20.0;1.3;200;0.9;64.0;855.0;500.0;PHB 2450 mod;cluster-1
48.0;0.4;4.0;90.0;4.0;2.0;9.0;58.0;165.0;170.0;185.0;0.0;50.0;850.0;1420.0;1470.0;1500.0;25.0;85.53254437869822;111.51612903225806;20.0;16.0;1.3;175;0.8;54.0;855.0;500.0;PHB 2450 mod;cluster5
48.0;0.4;4.0;90.0;4.0;2.0;12.0;58.0;165.0;170.0;185.0;0.0;50.0;850.0;1939.0;1980.0;2000.0;20.0;85.53254437869822;111.51612903225806;20.0;16.0;1.3;168;0.92;59.0;855.0;500.0;PHB 2450 mod;cluster5
48.0;0.4;4.0;90.0;4.0;2.0;4.0;53.0;165.0;170.0;185.0;0.0;50.0;500.0;540.0;560.0;600.0;20.0;85.53254437869822;111.51612903225806;20.0;11.0;1.3;235;0.48;80.0;855.0;500.0;PHB 2450 mod;cluster-1
48.0;0.4;4.0;90.0;4.0;2.0;14.0;59.0;165.0;170.0;185.0;31.0;50.0;1350.0;1425.0;1850.0;2075.0;20.0;45.0;90.0;20.0;15.0;1.3;195;1.3;33.0;855.0;500.0;PHB 2450 mod;cluster5
48.0;0.4;4.0;90.0;4.0;2.0;14.0;59.0;165.0;170.0;185.0;32.2;50.0;1350.0;1425.0;1850.0;2055.0;20.0;45.0;70.0;20.0;15.0;1.3;190;1.4;34.0;855.0;500.0;PHB 2450 mod;cluster5
48.0;0.4;4.0;90.0;4.0;2.0;14.0;54.5;165.0;170.0;185.0;41.5;50.0;1350.0;1425.0;1850.0;2055.0;20.0;45.0;70.0;20.0;15.0;1.3;198;1.2;30.0;855.0;500.0;PHB 2450 mod;cluster5
72.0;0.4;4.0;88.6010101010101;2.5633187772925763;35.612648221343875;15.0;70.0;270.0;275.0;290.0;45.5;50.0;1081.0;1170.0;1600.0;2125.0;12.0;130.0;150.0;15.0;20.0;1.1;135;3.47;25.44;560.5744680851063;375.3404255319149;TPX DX350;cluster8
72.0;0.4;4.0;88.6010101010101;2.5633187772925763;35.612648221343875;14.6;68.0;270.0;275.0;290.0;48.0;50.0;1200.0;1350.0;1650.0;2125.0;12.0;130.0;150.0;15.0;20.0;1.1;130;2.9;26.78;560.5744680851063;375.3404255319149;TPX DX350;cluster9
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;14.0;34.7;210.0;220.0;240.0;134.6;62.8;800.0;850.0;865.0;985.0;17.035897435897436;85.53254437869822;111.51612903225806;80.0;18.0;2.3;390;0.83;360.0;560.5744680851063;375.3404255319149;TCP - ET;cluster-1
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;10.0;30.5;210.0;220.0;240.0;120.0;60.0;800.0;850.0;865.0;985.0;17.035897435897436;85.53254437869822;111.51612903225806;80.0;18.0;2.3;270;0.8;330.0;560.5744680851063;375.3404255319149;TCP - ET;cluster-1
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;14.0;34.0;210.0;220.0;250.0;163.0;60.0;1950.0;850.0;865.0;2060.0;17.035897435897436;85.53254437869822;111.51612903225806;80.0;18.0;2.3;180;1.16;261.0;560.5744680851063;375.3404255319149;TCP - ET;cluster-1
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;14.0;34.0;210.0;220.0;250.0;163.0;60.0;600.0;700.0;1400.0;1650.0;17.035897435897436;80.0;111.51612903225806;80.0;18.0;2.3;275;1.29;208.0;560.5744680851063;375.3404255319149;TCP - ET;cluster-1
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;14.0;34.0;210.0;220.0;250.0;163.0;60.0;600.0;700.0;1799.0;1820.0;17.035897435897436;80.0;111.51612903225806;80.0;20.0;2.3;250;1.41;176.0;560.5744680851063;375.3404255319149;TCP - ET;cluster-1
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;14.0;68.0;265.0;275.0;288.0;52.9;50.0;750.0;1000.0;1375.0;1775.0;17.035897435897436;140.0;145.0;15.0;18.0;1.15;155;2.8;21.5;560.5744680851063;375.3404255319149;TPX;cluster-1
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;14.0;68.0;265.0;275.0;288.0;52.9;50.0;950.0;1150.0;1390.0;1775.0;17.035897435897436;140.0;145.0;15.0;18.0;1.15;130;2.26;19.11;560.5744680851063;375.3404255319149;TPX;cluster9
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;12.5;68.0;265.0;275.0;288.0;52.9;50.0;1160.0;1300.0;1450.0;1775.0;17.035897435897436;140.0;145.0;15.0;18.0;1.15;130;2.4;23.0;560.5744680851063;375.3404255319149;TPX;cluster9
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;12.5;68.0;275.0;285.0;288.0;52.9;50.0;1160.0;1300.0;1450.0;1775.0;17.035897435897436;140.0;145.0;15.0;18.0;1.15;130;1.7;17.0;560.5744680851063;375.3404255319149;TPX;cluster-1
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;15.0;69.0;270.0;275.0;300.0;56.0;50.0;1150.0;1350.0;1600.0;2120.0;17.035897435897436;125.0;140.0;15.0;20.0;1.1;135;3.23;21.17;560.5744680851063;375.3404255319149;TPX;cluster8
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;14.5;69.0;270.0;275.0;300.0;53.0;50.0;1150.0;1350.0;1600.0;2120.0;17.035897435897436;125.0;140.0;15.0;20.0;1.1;130;2.7;21.83;560.5744680851063;375.3404255319149;TPX;cluster9
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;14.5;69.0;270.0;275.0;300.0;48.3;50.0;1150.0;1350.0;1600.0;2120.0;17.035897435897436;125.0;140.0;15.0;20.0;1.1;130;2.5;23.61;560.5744680851063;375.3404255319149;TPX;cluster9
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;14.5;69.0;270.0;275.0;300.0;45.8;50.0;1150.0;1350.0;1600.0;2120.0;17.035897435897436;125.0;140.0;15.0;20.0;1.1;130;2.31;23.72;560.5744680851063;375.3404255319149;TPX;cluster9
58.37717121588089;0.2;3.0133333333333336;60.0;2.5633187772925763;35.612648221343875;12.0;75.0;245.0;250.0;265.0;151.0;50.0;1262.0;1906.0;2105.0;2500.0;17.035897435897436;75.0;111.51612903225806;30.0;20.0;1.3;125;3.58;59.1;560.5744680851063;375.3404255319149;PA H24;cluster7
72.0;0.35;4.0;60.0;2.5633187772925763;35.612648221343875;15.0;65.0;260.0;270.0;290.0;49.1;50.0;1325.0;1375.0;1600.0;2125.0;17.035897435897436;135.0;150.0;15.0;20.0;1.1;130;3.03;20.75;560.5744680851063;375.3404255319149;TPX DX350;cluster8
72.0;0.35;4.0;60.0;2.5633187772925763;35.612648221343875;15.0;65.0;260.0;270.0;295.0;49.1;50.0;1290.0;1375.0;1600.0;2125.0;17.035897435897436;135.0;150.0;15.0;20.0;1.1;130;2.75;21.67;560.5744680851063;375.3404255319149;TPX DX350;cluster9
72.0;0.3;2.0;60.0;2.5633187772925763;60.0;15.0;83.0;245.0;255.0;265.0;35.0;50.0;1950.0;1512.4958333333334;2132.270833333333;2050.0;17.035897435897436;85.53254437869822;111.51612903225806;15.0;18.0;1.2;220;1.35;173.0;560.5744680851063;375.3404255319149;rPET + PTT;cluster10
72.0;0.3;2.0;60.0;2.5633187772925763;60.0;15.0;83.0;245.0;255.0;265.0;68.5;50.0;2190.0;1512.4958333333334;2132.270833333333;2280.0;17.035897435897436;85.53254437869822;111.51612903225806;15.0;24.0;1.0;210;1.28;171.0;560.5744680851063;375.3404255319149;rPET + PTT;cluster10
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;8.0;50.0;165.0;170.0;185.0;5.7;50.0;850.0;1512.4958333333334;2132.270833333333;1000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;18.0;1.3;230;0.98;80.0;560.5744680851063;375.3404255319149;PHB 2450 mod;cluster-1
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;8.0;56.0;165.0;170.0;185.0;0.0;50.0;850.0;1512.4958333333334;2132.270833333333;1000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;18.0;1.3;225;0.74;85.0;560.5744680851063;375.3404255319149;PHB 2450 mod Blanco 2%;cluster-1
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;8.0;48.0;165.0;170.0;185.0;0.0;50.0;850.0;1512.4958333333334;2132.270833333333;1000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;18.0;1.3;225;0.75;74.0;560.5744680851063;375.3404255319149;PHB 2450 mod Azul 2%;cluster-1
72.0;0.4;2.0;90.0;2.0;2.0;18.0;80.0;260.0;275.0;290.0;55.0;40.0;2250.0;2400.0;2500.0;2595.0;22.0;85.53254437869822;111.51612903225806;15.0;20.0;1.0;210;1.55;145.0;850.0;500.0;PES + MNV;cluster11
72.0;0.4;2.0;90.0;2.0;2.0;21.0;75.0;255.0;265.0;285.0;49.0;40.0;2250.0;2400.0;2500.0;2595.0;22.0;85.53254437869822;111.51612903225806;15.0;20.0;1.0;250;1.66;157.0;850.0;500.0;PES + MNV;cluster-1
72.0;0.4;2.0;90.0;2.0;2.0;21.0;80.0;255.0;265.0;285.0;32.0;40.0;2250.0;2400.0;2500.0;2595.0;22.0;85.53254437869822;111.51612903225806;15.0;20.0;1.0;250;1.16;165.0;850.0;500.0;PES + MNV;cluster-1
72.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;16.0;41.2;200.0;215.0;230.0;36.3;60.0;750.0;900.0;2100.0;2085.0;30.0;65.0;110.0;50.0;18.0;1.5;150;3.36;24.55;560.5744680851063;375.3404255319149;PP + FR;cluster8
72.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;16.0;40.5;200.0;215.0;230.0;27.1;60.0;800.0;950.0;2150.0;2090.0;10.0;65.0;110.0;60.0;20.0;1.94;150;2.27;20.44;560.5744680851063;375.3404255319149;PP + FR;cluster9
72.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;16.0;80.0;210.0;230.0;250.0;32.7;40.0;800.0;950.0;2150.0;2135.0;10.0;65.0;110.0;80.0;20.0;2.2;150;2.9;87.0;560.5744680851063;375.3404255319149;PP + FR;cluster13
72.0;0.3;2.0;60.0;2.5633187772925763;60.0;15.0;56.0;250.0;255.0;265.0;73.9;50.0;2190.0;1512.4958333333334;2132.270833333333;2275.0;16.0;85.53254437869822;111.51612903225806;30.0;22.0;1.3;205;1.53;149.1;560.5744680851063;375.3404255319149;rPET tejidos + rPET;cluster11
72.0;0.3;2.0;60.0;2.5633187772925763;60.0;15.0;56.0;250.0;255.0;265.0;73.9;50.0;2150.0;1512.4958333333334;2132.270833333333;2275.0;16.0;85.53254437869822;111.51612903225806;30.0;22.0;1.3;205;1.53;149.1;560.5744680851063;375.3404255319149;rPET tejidos + rPET;cluster11
72.0;0.3;2.0;60.0;2.5633187772925763;60.0;18.0;55.0;250.0;255.0;265.0;84.0;50.0;2890.0;1512.4958333333334;2132.270833333333;3000.0;16.0;85.53254437869822;111.51612903225806;30.0;24.0;1.3;187;1.76;111.0;560.5744680851063;375.3404255319149;rPET tejidos + rPET;cluster-1
48.0;0.4;2.0;105.0;2.5633187772925763;35.612648221343875;23.0;77.0;240.0;245.0;250.0;78.1;55.0;3683.0;1512.4958333333334;2132.270833333333;3860.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;24.0;1.25;150;4.11;64.5;560.5744680851063;375.3404255319149;PA;cluster-1
48.0;0.4;2.0;105.0;2.5633187772925763;35.612648221343875;23.0;64.0;240.0;245.0;250.0;70.0;55.0;3683.0;1512.4958333333334;2132.270833333333;3860.0;17.035897435897436;85.53254437869822;111.51612903225806;50.0;18.0;1.25;150;3.56;62.56;560.5744680851063;375.3404255319149;PA;cluster7
48.0;0.4;2.0;105.0;2.5633187772925763;35.612648221343875;23.0;60.0;235.0;240.0;245.0;87.0;55.0;3683.0;1512.4958333333334;2132.270833333333;3860.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;160;3.51;69.0;560.5744680851063;375.3404255319149;PA;cluster-1
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;10.0;30.0;215.0;220.0;250.0;81.0;60.0;700.0;800.0;2050.0;2210.0;17.035897435897436;80.0;120.0;80.0;20.0;1.3;136;1.66;99.67;560.5744680851063;375.3404255319149;TPC - ET LG;cluster4
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;12.0;35.0;215.0;220.0;250.0;95.0;70.0;1250.0;1500.0;2650.0;2710.0;4.0;85.0;115.0;80.0;20.0;1.3;130;1.56;104.0;560.5744680851063;375.3404255319149;TPC - ET LG;cluster4
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;12.0;35.0;215.0;220.0;250.0;98.0;70.0;1300.0;1499.0;2801.0;3050.0;4.0;85.0;115.0;80.0;20.0;1.3;120;1.9;88.5;560.5744680851063;375.3404255319149;TPC - ET LG;cluster-1
12.0;0.5;4.0;178.0;2.5633187772925763;35.612648221343875;12.0;35.0;215.0;220.0;250.0;99.0;70.0;1700.0;1799.0;3000.0;3360.0;3.0;85.0;115.0;80.0;20.0;1.3;105;1.77;104.2;560.5744680851063;375.3404255319149;TPC - ET LG;cluster-1
36.0;0.4;4.0;178.0;2.5633187772925763;35.612648221343875;12.0;29.0;200.0;210.0;225.0;92.0;70.0;1900.0;2000.0;2070.0;2582.6390977443607;17.035897435897436;85.53254437869822;111.51612903225806;80.0;20.0;2.3;190;1.66;195.0;560.5744680851063;375.3404255319149;PEBAX MV 1074 SA;cluster-1
72.0;0.3;2.0;60.0;2.5633187772925763;60.0;18.0;56.0;250.0;255.0;265.0;107.0;50.0;2890.0;1512.4958333333334;2132.270833333333;2990.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;24.0;1.3;185;2.19;105.0;560.5744680851063;375.3404255319149;A + rPET;cluster1
72.0;0.3;2.0;60.0;2.5633187772925763;60.0;16.0;55.5;250.0;255.0;265.0;97.2;50.0;2890.0;1512.4958333333334;2132.270833333333;2990.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;24.0;1.3;165;2.09;107.0;560.5744680851063;375.3404255319149;A + rPET;cluster2
36.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;16.0;68.0;260.0;265.0;274.0;135.0;60.0;2890.0;1512.4958333333334;2132.270833333333;2990.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;24.0;1.3;155;1.8;121.2;560.5744680851063;375.3404255319149;A + rPET;cluster4
36.0;0.3;2.0;90.0;2.5633187772925763;35.612648221343875;16.0;68.0;260.0;265.0;274.0;135.0;60.0;2890.0;1512.4958333333334;2132.270833333333;3000.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;24.0;1.3;155;1.8;122.0;560.5744680851063;375.3404255319149;A + rPET;cluster4
