Nº holes / Nº filaments;Diameter (mm);L/D;Filter (um);Sand quantity (cm);Support;Vpump (rpm);Vext (rpm);TE1 (°C);TE2 (°C);TD(°C);PD(bar);PE(bar);VTO (m/min);VG1(m/min);VG2(m/min);Vwinder (m/min);Winder tension (N);Tg1(°C);Tg3(°C);Quench (%);Spin. F (rmp);Height (m);Count (dtex);Tenacity (g/den);Elongation (%);Sand size min (um);Sand size max (um);Material;Cluster
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;10.0;51.0;275.0;285.0;285.0;47.0;80.0;1600.0;1650.0;1960.0;2330.0;17.035897435897436;135.0;140.0;30.0;15.0;1.4;85;2.0;20.0;560.5744680851063;375.3404255319149;TPX DX350;cluster14
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;10.21;53.0;275.0;285.0;285.0;37.0;80.0;1600.0;1650.0;1960.0;2330.0;17.035897435897436;135.0;140.0;30.0;15.0;1.4;88;2.05;22.0;560.5744680851063;375.3404255319149;TPX DX350;cluster14
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;9.5;51.0;275.0;285.0;285.0;42.0;80.0;920.0;1070.0;1638.0;2120.0;17.035897435897436;135.0;140.0;30.0;12.0;1.4;88;3.54;25.7;560.5744680851063;375.3404255319149;TPX DX350;cluster15
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;9.5;51.0;275.0;285.0;285.0;42.0;80.0;950.0;1100.0;1670.0;2124.0;13.0;135.0;140.0;30.0;12.0;1.4;90;3.3;25.7;560.5744680851063;375.3404255319149;TPX DX350;cluster15
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;9.5;51.0;275.0;285.0;285.0;42.0;80.0;960.0;1100.0;1680.0;2124.0;13.0;135.0;140.0;30.0;12.0;1.4;90;3.37;26.4;560.5744680851063;375.3404255319149;TPX DX350;cluster15
72.0;0.3;2.0;90.0;3.0;178.0;13.0;46.0;268.0;273.0;278.0;32.0;60.0;2851.0;1512.4958333333334;2132.270833333333;2582.6390977443607;17.035897435897436;85.53254437869822;111.51612903225806;20.0;16.0;1.5;130;1.78;138.5;500.0;355.0;NEGOMBO BLACK 30% + rPET 70%;cluster4
72.0;0.3;2.0;90.0;3.0;178.0;13.0;46.0;268.0;273.0;278.0;29.0;60.0;3101.0;1512.4958333333334;2132.270833333333;3230.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;16.0;1.5;123;1.72;123.0;500.0;355.0;NEGOMBO BLACK 30% + rPET 70%;cluster4
72.0;0.3;2.0;90.0;3.0;178.0;14.0;53.0;270.0;275.0;278.0;29.0;60.0;2875.0;1512.4958333333334;2132.270833333333;3040.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;16.0;1.5;130;1.78;132.0;500.0;355.0;NEGOMBO BLACK 30% + rPET 70%;cluster4
72.0;0.4;2.0;90.0;3.0;2.0;24.0;45.0;285.0;295.0;297.0;251.0;120.0;3037.0;1512.4958333333334;2132.270833333333;3130.0;17.035897435897436;85.53254437869822;111.51612903225806;50.0;25.0;1.5065989847715735;230;2.78;120.0;500.0;355.0;rPET;cluster-1
72.0;0.4;2.0;90.0;3.0;2.0;22.0;43.0;285.0;295.0;297.0;243.0;100.0;3037.0;1512.4958333333334;2132.270833333333;3130.0;17.035897435897436;85.53254437869822;111.51612903225806;50.0;24.0;1.5065989847715735;210;2.43;105.0;500.0;355.0;rPET;cluster1
48.0;0.4;4.0;60.0;2.0;2.0;11.0;65.0;275.0;285.0;286.0;32.0;120.0;1599.0;1799.0;2125.0;2650.0;17.035897435897436;150.0;140.0;30.0;20.0;1.4;85;1.8;20.0;500.0;355.0;TPX 350;cluster14
48.0;0.4;4.0;60.0;2.0;2.0;11.2;65.0;275.0;285.0;286.0;32.0;120.0;1599.0;1799.0;2125.0;2650.0;17.035897435897436;150.0;140.0;30.0;20.0;1.4;85;2.25;22.0;500.0;355.0;TPX 350;cluster14
48.0;0.4;4.0;60.0;2.0;2.0;12.0;92.6;275.0;285.0;286.0;32.0;120.0;1648.0;1826.0;2215.0;2700.0;17.035897435897436;150.0;140.0;30.0;20.0;1.4;88;2.23;23.6;500.0;355.0;TPX 350;cluster14
48.0;0.4;4.0;60.0;2.0;2.0;9.5;87.0;275.0;285.0;288.0;17.1;120.0;980.0;1124.0;1695.0;2134.0;17.035897435897436;160.0;150.0;15.0;18.0;1.4;91;3.42;27.5;500.0;355.0;TPX 350;cluster15
48.0;0.4;4.0;60.0;2.0;2.0;9.5;87.0;275.0;285.0;288.0;17.1;120.0;990.0;1140.0;1700.0;2134.0;17.035897435897436;160.0;150.0;30.0;18.0;1.4;90;3.48;28.2;500.0;355.0;TPX 350;cluster15
48.0;0.4;4.0;60.0;2.0;2.0;9.4;82.0;275.0;285.0;285.0;23.0;120.0;890.0;1050.0;1650.0;2035.0;17.035897435897436;160.0;150.0;30.0;16.0;1.4;90;3.44;28.9;500.0;355.0;TPX 350;cluster15
48.0;0.4;4.0;60.0;2.0;2.0;9.5;82.0;275.0;285.0;285.0;23.0;120.0;1800.0;1920.0;1970.0;2075.0;17.035897435897436;160.0;150.0;30.0;16.0;1.4;88;1.4;25.0;500.0;355.0;TPX 350;cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;30.0;53.0;215.0;220.0;225.0;145.0;120.0;641.0;670.0;2350.0;2370.0;17.035897435897436;50.0;72.0;85.0;25.0;2.3;240;1.72;250.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;30.0;53.0;215.0;220.0;225.0;145.0;120.0;650.0;670.0;2350.0;2475.0;17.035897435897436;50.0;72.0;85.0;25.0;2.3;230;1.84;234.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;30.0;53.0;215.0;220.0;225.0;145.0;120.0;650.0;670.0;2710.0;2900.0;17.035897435897436;50.0;72.0;85.0;25.0;2.3;195;2.1;156.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;22.0;53.0;215.0;220.0;225.0;190.0;140.0;650.0;699.0;2200.0;2520.0;17.035897435897436;50.0;77.0;5.0;20.0;2.3;170;1.81;196.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
48.0;0.4;4.0;60.0;2.0;178.0;15.0;88.0;275.0;285.0;285.0;50.0;120.0;1648.0;1826.0;2215.0;2680.0;17.035897435897436;158.0;150.0;30.0;20.0;1.4;110;2.26;22.17;500.0;355.0;TPX 350;cluster9
48.0;0.4;4.0;60.0;2.0;178.0;17.4;89.0;275.0;285.0;285.0;65.3;120.0;1648.0;1826.0;2215.0;2680.0;17.035897435897436;158.0;150.0;30.0;20.0;1.4;131;2.14;23.11;500.0;355.0;TPX 350;cluster9
48.0;0.4;2.0;60.0;1.0;178.0;11.0;50.0;210.0;215.0;225.0;0.0;40.0;850.0;900.0;1800.0;2109.0;17.035897435897436;70.0;131.0;30.0;18.0;1.35;160;1.12;32.6;500.0;355.0;PLA + 0.1 Silano;cluster5
48.0;0.4;2.0;60.0;1.0;178.0;13.0;55.0;210.0;215.0;225.0;0.0;40.0;850.0;900.0;1300.0;2573.0;17.035897435897436;70.0;131.0;30.0;18.0;1.35;150;1.92;37.7;500.0;355.0;PLA + 0.1 Silano;cluster-1
72.0;0.3;2.0;90.0;1.0;178.0;13.0;79.0;280.0;285.0;290.0;104.4;70.0;2900.0;1512.4958333333334;2132.270833333333;3000.0;14.0;85.53254437869822;111.51612903225806;30.0;20.0;1.3;130;2.45;111.22;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;1.0;178.0;13.0;79.0;280.0;288.0;295.0;104.2;105.0;2810.0;1512.4958333333334;2132.270833333333;2920.0;14.0;85.53254437869822;111.51612903225806;30.0;18.0;1.3;133;2.58;124.42;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;2.0;2.0;28.8;48.0;98.3;80.0;240.0;245.0;240.0;2950.0;1512.4958333333334;2132.270833333333;3080.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.5;260;2.1;65.67;500.0;355.0;PLA;cluster-1
72.0;0.3;2.0;90.0;2.0;2.0;28.0;51.0;100.0;80.0;245.0;250.0;240.0;3050.0;1512.4958333333334;2132.270833333333;3172.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;240;2.32;71.17;500.0;355.0;PLA;cluster-1
72.0;0.3;2.0;90.0;2.0;2.0;23.0;48.5;83.1;80.0;245.0;250.0;240.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;230;2.0;78.0;500.0;355.0;PLA;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;23.5;47.0;82.2;80.0;245.0;250.0;240.0;2600.0;1512.4958333333334;2132.270833333333;2700.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;235;2.05;84.4;500.0;355.0;PLA;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;24.5;48.0;83.6;80.0;245.0;250.0;240.0;2600.0;1512.4958333333334;2132.270833333333;2700.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;250;1.94;78.4;500.0;355.0;PLA;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;21.0;45.0;76.0;80.0;245.0;250.0;240.0;2600.0;1512.4958333333334;2132.270833333333;2700.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;210;2.11;85.3;500.0;355.0;PLA;cluster1
48.0;0.4;4.0;90.0;4.0;178.0;12.0;20.0;90.0;50.0;175.0;180.0;185.0;1500.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;20.0;1.4;165;1.28;55.6;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;15.0;22.0;188.0;50.0;175.0;180.0;185.0;2100.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.55;200;0.93;58.4;500.0;355.0;PHB DAN 04493;cluster-1
48.0;0.4;4.0;90.0;4.0;178.0;14.0;21.0;162.0;50.0;175.0;180.0;185.0;2100.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;35.0;20.0;1.55;180;0.8;43.3;500.0;355.0;PHB DAN 04493;cluster-1
48.0;0.4;4.0;90.0;4.0;178.0;13.5;20.0;156.0;50.0;175.0;180.0;185.0;2130.0;1512.4958333333334;2132.270833333333;2222.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;16.0;1.4;165;1.0;47.5;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;13.5;20.0;156.0;50.0;175.0;180.0;185.0;2130.0;1512.4958333333334;2132.270833333333;2222.0;17.035897435897436;85.53254437869822;111.51612903225806;10.0;16.0;1.4;165;1.01;43.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;13.5;20.0;156.0;50.0;175.0;180.0;185.0;2130.0;1512.4958333333334;2132.270833333333;2222.0;17.035897435897436;85.53254437869822;111.51612903225806;13.0;16.0;1.4;165;0.73;36.0;500.0;355.0;PHB DAN 04493;cluster-1
48.0;0.4;4.0;90.0;4.0;178.0;12.0;23.0;102.0;50.0;180.0;185.0;190.0;1500.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;178;1.4;51.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;12.0;23.0;66.0;50.0;180.0;185.0;190.0;1400.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;170;1.38;46.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.5;23.0;40.0;50.0;180.0;185.0;190.0;1400.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;160;1.49;46.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.7;24.0;44.0;50.0;185.0;190.0;195.0;1350.0;1425.0;1850.0;2075.0;17.035897435897436;40.0;70.0;20.0;20.0;1.4;168;1.36;38.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.7;24.0;56.0;50.0;185.0;190.0;195.0;1700.0;1850.0;2150.0;2540.0;17.035897435897436;50.0;75.0;20.0;20.0;1.4;141;1.4;30.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.2;25.0;19.5;50.0;188.0;198.0;198.0;1400.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;168;1.16;48.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.5;26.0;19.5;50.0;188.0;198.0;198.0;1350.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;166;1.2;40.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.5;26.0;36.0;50.0;185.0;190.0;195.0;1400.0;1512.4958333333334;2132.270833333333;2060.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;170;1.27;43.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.5;23.0;32.0;50.0;185.0;190.0;195.0;1400.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;165;1.3;40.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.5;23.0;54.0;50.0;180.0;185.0;195.0;1400.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;20.0;1.4;167;1.24;41.0;500.0;355.0;PHB DAN 04493;cluster5
48.0;0.4;4.0;90.0;4.0;178.0;11.5;23.0;35.8;50.0;180.0;185.0;195.0;1400.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;25.0;1.4;174;1.3;42.0;500.0;355.0;PHB DAN 04493;cluster5
72.0;0.25;2.0;60.0;3.0;2.0;18.0;85.0;42.2;70.0;275.0;275.0;280.0;2401.0;1512.4958333333334;2132.270833333333;2490.0;15.0;85.53254437869822;111.51612903225806;30.0;18.0;1.5;220;1.46;205.0;500.0;355.0;rPET 30/70;cluster-1
72.0;0.25;2.0;60.0;3.0;2.0;18.0;85.0;42.2;70.0;275.0;275.0;275.0;2401.0;1512.4958333333334;2132.270833333333;2490.0;15.0;85.53254437869822;111.51612903225806;30.0;18.0;1.5;225;1.47;201.0;500.0;355.0;rPET 30/70;cluster10
72.0;0.25;2.0;60.0;3.0;2.0;19.4;85.0;52.0;70.0;275.0;275.0;275.0;2600.0;1512.4958333333334;2132.270833333333;2695.0;15.0;85.53254437869822;111.51612903225806;30.0;18.0;1.5;219;1.47;183.92;500.0;355.0;rPET 30/70;cluster10
72.0;0.25;2.0;60.0;3.0;2.0;20.0;85.0;55.5;70.0;275.0;275.0;275.0;2800.0;1512.4958333333334;2132.270833333333;2895.0;15.0;85.53254437869822;111.51612903225806;50.0;20.0;1.5;205;1.66;167.0;500.0;355.0;rPET 30/70;cluster10
72.0;0.25;2.0;60.0;3.0;2.0;19.2;80.0;57.3;70.0;275.0;275.0;275.0;2600.0;1512.4958333333334;2132.270833333333;2695.0;15.0;85.53254437869822;111.51612903225806;30.0;20.0;1.5;215;1.58;177.36;500.0;355.0;rPET 30/70;cluster10
72.0;0.25;2.0;60.0;3.0;2.0;19.2;80.0;57.3;70.0;275.0;275.0;275.0;2600.0;1512.4958333333334;2132.270833333333;2695.0;15.0;85.53254437869822;111.51612903225806;40.0;20.0;1.5;210;1.61;186.5;500.0;355.0;rPET 30/70;cluster10
72.0;0.25;2.0;60.0;3.0;2.0;19.2;80.0;57.3;70.0;275.0;275.0;275.0;2600.0;1512.4958333333334;2132.270833333333;2695.0;15.0;85.53254437869822;111.51612903225806;20.0;20.0;1.5;210;1.68;188.63;500.0;355.0;rPET 30/70;cluster10
72.0;0.3;2.0;60.0;3.0;2.0;14.8;48.0;88.6;70.0;285.0;290.0;290.0;768.0;821.0;1374.0;2555.0;17.035897435897436;89.0;115.0;40.0;18.0;1.3;175;3.45;37.61;500.0;355.0;rPET;cluster-1
72.0;0.3;2.0;60.0;3.0;2.0;12.6;54.0;75.4;50.0;300.0;295.0;295.0;768.0;821.0;1374.0;2555.0;17.035897435897436;88.0;140.0;40.0;18.0;1.3;150;3.5;38.0;500.0;355.0;rPET;cluster8
72.0;0.3;2.0;60.0;3.0;2.0;12.6;56.0;49.2;50.0;295.0;290.0;290.0;792.0;818.0;1375.0;2530.0;17.035897435897436;88.0;140.0;40.0;18.0;1.3;150;3.4;24.0;500.0;355.0;rPET;cluster8
72.0;0.3;2.0;60.0;3.0;2.0;12.6;53.0;70.8;50.0;300.0;295.0;290.0;792.0;818.0;1404.0;2520.0;17.035897435897436;88.0;140.0;40.0;18.0;1.3;150;3.27;27.53;500.0;355.0;rPET;cluster8
48.0;0.4;2.0;60.0;1.0;178.0;13.0;80.0;0.0;45.0;225.0;230.0;230.0;851.0;975.0;1451.0;2520.0;14.0;80.0;95.0;35.0;18.0;1.2;152;1.27;35.78;500.0;355.0;PLA + 0.1 Silano;cluster5
48.0;0.4;2.0;60.0;1.0;178.0;13.0;73.0;0.0;40.0;225.0;230.0;230.0;900.0;1026.0;1799.0;2730.0;15.0;78.0;96.0;15.0;18.0;1.2;147;1.62;35.87;500.0;355.0;PLA + 0.1 Silano;cluster5
72.0;0.3;2.0;90.0;1.0;2.0;13.0;60.0;70.0;105.0;292.0;295.0;295.0;2773.0;1512.4958333333334;2132.270833333333;2582.6390977443607;17.035897435897436;85.53254437869822;111.51612903225806;25.0;18.0;1.5;135;2.43;128.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;11.9;60.0;76.0;105.0;292.0;295.0;295.0;2773.0;1512.4958333333334;2132.270833333333;2885.0;15.0;85.53254437869822;111.51612903225806;35.0;15.0;1.3;128;2.47;136.75;500.0;355.0;rPET;cluster4
72.0;0.2;2.0;90.0;1.0;2.0;11.9;59.0;100.6;105.0;292.0;295.0;295.0;2773.0;1512.4958333333334;2132.270833333333;2885.0;15.0;85.53254437869822;111.51612903225806;35.0;15.0;1.3;128;2.42;136.32;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;4.0;2.0;11.9;59.0;87.5;125.0;292.0;295.0;295.0;2773.0;1512.4958333333334;2132.270833333333;2885.0;15.0;85.53254437869822;111.51612903225806;30.0;15.0;1.3;129;2.4;137.0;500.0;355.0;rPET;cluster4
72.0;0.25;2.0;60.0;2.5633187772925763;2.0;14.0;28.0;168.7;70.0;240.0;240.0;240.0;2201.0;1512.4958333333334;2132.270833333333;2300.0;21.0;85.53254437869822;111.51612903225806;35.0;15.0;1.05;190;1.32;172.0;560.5744680851063;375.3404255319149;COPET;cluster-1
72.0;0.25;2.0;60.0;2.5633187772925763;2.0;14.0;30.0;162.0;70.0;240.0;240.0;240.0;2400.0;1512.4958333333334;2132.270833333333;2500.0;21.0;85.53254437869822;111.51612903225806;35.0;15.0;1.05;170;1.43;166.42;560.5744680851063;375.3404255319149;COPET;cluster-1
72.0;0.25;2.0;60.0;2.5633187772925763;2.0;14.0;28.0;172.0;70.0;240.0;240.0;240.0;2900.0;1512.4958333333334;2132.270833333333;3010.0;10.0;85.53254437869822;111.51612903225806;35.0;18.0;1.05;145;1.85;133.58;560.5744680851063;375.3404255319149;COPET;cluster4
72.0;0.25;2.0;60.0;2.5633187772925763;2.0;24.0;42.0;373.0;70.0;240.0;240.0;240.0;2900.0;1512.4958333333334;2132.270833333333;3010.0;18.0;85.53254437869822;111.51612903225806;35.0;18.0;1.4;230;1.91;146.08;560.5744680851063;375.3404255319149;COPET;cluster-1
72.0;0.25;2.0;60.0;7.0;2.0;33.0;72.0;267.0;70.0;240.0;240.0;240.0;2900.0;1512.4958333333334;2132.270833333333;3010.0;18.0;85.53254437869822;111.51612903225806;35.0;18.0;1.6;328;1.69;158.0;500.0;355.0;COPET;cluster-1
72.0;0.3;2.0;90.0;7.0;2.0;43.0;84.0;389.0;70.0;240.0;240.0;240.0;2900.0;1512.4958333333334;2132.270833333333;3010.0;18.0;85.53254437869822;111.51612903225806;35.0;18.0;1.6;429;1.65;160.0;500.0;355.0;COPET;cluster-1
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;22.0;50.0;112.6;106.0;265.0;265.0;265.0;1650.0;1750.0;1950.0;2040.0;22.0;60.0;100.0;50.0;24.0;1.7;257;0.97;26.98;560.5744680851063;375.3404255319149;PS 454N;cluster-1
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;22.0;50.0;109.0;103.0;265.0;265.0;265.0;1986.0;1750.0;1950.0;2045.0;22.0;60.0;100.0;40.0;20.0;2.0;257;0.76;34.3;560.5744680851063;375.3404255319149;PS 454N;cluster-1
72.0;0.35;4.0;178.0;2.5633187772925763;35.612648221343875;21.0;44.0;135.3;115.7;265.0;270.0;270.0;900.0;1100.0;2700.0;2940.0;17.035897435897436;70.0;100.0;45.0;18.0;1.3;207;2.68;42.58;560.5744680851063;375.3404255319149;ADVANITE 53001;cluster6
72.0;0.35;4.0;178.0;2.5633187772925763;35.612648221343875;20.0;40.0;148.0;90.0;265.0;270.0;270.0;900.0;1100.0;2700.0;2955.0;17.035897435897436;76.0;100.0;30.0;18.0;1.3;190;2.84;35.42;560.5744680851063;375.3404255319149;ADVANITE 53001;cluster6
72.0;0.35;4.0;178.0;2.5633187772925763;35.612648221343875;20.5;40.0;136.0;90.0;240.0;275.0;275.0;1050.0;1100.0;2780.0;2955.0;17.035897435897436;76.0;100.0;45.0;18.0;1.3;200;1.7;26.0;560.5744680851063;375.3404255319149;ADVANITE 53001;cluster-1
72.0;0.35;4.0;178.0;2.5633187772925763;35.612648221343875;20.0;40.0;134.8;89.1;240.0;275.0;275.0;1050.0;1100.0;2780.0;2955.0;17.0;76.0;100.0;45.0;18.0;1.3;192;2.77;46.11;560.5744680851063;375.3404255319149;ADVANITE 53001;cluster6
72.0;0.35;4.0;178.0;2.5633187772925763;35.612648221343875;20.0;40.0;134.8;89.1;240.0;275.0;275.0;900.0;950.0;2780.0;2953.0;18.0;76.0;100.0;45.0;18.0;1.3;192;3.11;37.02;560.5744680851063;375.3404255319149;ADVANITE 53001;cluster6
72.0;0.3;2.0;90.0;1.0;2.0;11.9;50.0;102.0;121.0;292.0;295.0;295.0;2773.0;1512.4958333333334;2132.270833333333;2885.0;17.035897435897436;85.53254437869822;111.51612903225806;25.0;18.0;1.3;131;2.43;129.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;11.9;38.0;76.0;60.0;287.0;290.0;290.0;2250.0;1512.4958333333334;2132.270833333333;2325.0;17.035897435897436;85.53254437869822;111.51612903225806;45.0;12.0;1.4;150;2.37;148.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;11.0;35.0;70.0;60.0;287.0;290.0;290.0;2250.0;1512.4958333333334;2132.270833333333;2325.0;17.035897435897436;85.53254437869822;111.51612903225806;45.0;12.0;1.4;140;2.33;145.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;10.0;35.0;62.0;60.0;287.0;290.0;290.0;2250.0;1512.4958333333334;2132.270833333333;2325.0;17.035897435897436;85.53254437869822;111.51612903225806;45.0;12.0;1.4;130;2.27;140.0;500.0;355.0;rPET;cluster4
